Accession.ID	Virus.name	Passage.details.history	Collection.date	Pango.lineage	Continent	Country	Province	Region	Region.2
EPI_ISL_8373257	hCoV-19/Thailand/NIC_BKK_SEQ23199/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373258	hCoV-19/Thailand/NIC_BKK_SEQ23200/2021	Original	2021-12	AY.4.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373259	hCoV-19/Thailand/NIC_BKK_SEQ23201/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373260	hCoV-19/Thailand/NIC_BKK_SEQ23202/2021	Original	2021-12	BA.1.16	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373262	hCoV-19/Thailand/NIC_BKK_SEQ23205/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373263	hCoV-19/Thailand/NIC_BKK_SEQ23206/2021	Original	2021-12	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373264	hCoV-19/Thailand/NIC_BKK_SEQ23207/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373266	hCoV-19/Thailand/NIC_BKK_SEQ23212/2021	Original	2021-12	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373267	hCoV-19/Thailand/NIC_SNI_SEQ23229/2021	Original	2021-12-15	BA.1.16	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8373268	hCoV-19/Thailand/NIC_BKK_SEQ23230/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373269	hCoV-19/Thailand/NIC_BKK_SEQ23231/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373270	hCoV-19/Thailand/NIC_BKK_SEQ23232/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373271	hCoV-19/Thailand/NIC_BKK_SEQ23233/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373272	hCoV-19/Thailand/NIC_BKK_SEQ23234/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373273	hCoV-19/Thailand/NIC_BKK_SEQ23239/2021	Original	2021-12	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373275	hCoV-19/Thailand/NIC_BKK_SEQ23241/2021	Original	2021-12-17	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373277	hCoV-19/Thailand/NIC_SNI_SEQ23246/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8373278	hCoV-19/Thailand/NIC_SNI_SEQ23247/2021	Original	2021-12-16	AY.39	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8373279	hCoV-19/Thailand/NIC_SNI_SEQ23248/2021	Original	2021-12-16	AY.39	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8373280	hCoV-19/Thailand/NIC_BKK_SEQ23252/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373281	hCoV-19/Thailand/NIC_NBI_SEQ23255/2021	Original	2021-12-16	BA.1.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8373282	hCoV-19/Thailand/NIC_BKK_SEQ23262/2021	Original	2021-12-18	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373283	hCoV-19/Thailand/NIC_BKK_SEQ23263/2021	Original	2021-12-18	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373284	hCoV-19/Thailand/NIC_BKK_SEQ23264/2021	Original	2021-12-18	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373285	hCoV-19/Thailand/NIC_BKK_SEQ23265/2021	Original	2021-12-18	B.1.617.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373286	hCoV-19/Thailand/NIC_BKK_SEQ23267/2021	Original	2021-12-19	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373287	hCoV-19/Thailand/NIC_KKN_SEQ23269/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_8373288	hCoV-19/Thailand/NIC_KKN_SEQ23270/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_8373289	hCoV-19/Thailand/NIC_BKK_SEQ23272/2021	Original	2021-12-17	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373290	hCoV-19/Thailand/NIC_BKK_SEQ23273/2021	Original	2021-12-18	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373291	hCoV-19/Thailand/NIC_BKK_SEQ23210/2021	Original	2021-12-16	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373292	hCoV-19/Thailand/NIC_BKK_SEQ23211/2021	Original	2021-12-16	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8373571	hCoV-19/Turkey/HSGM-F12249/2021	Orginal	2021-12-31	B.1.1	Europe	Turkey	NA	Europe	Non-Thailand
EPI_ISL_8374784	hCoV-19/Thailand/NIC_SKM_SEQ23036/2021	Original	2021-12	AY.85	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_8374785	hCoV-19/Thailand/NIC_SRI_SEQ23173/2021	Original	2021-12-10	B.1.617.2	Asia	Thailand	Saraburi	non-BMR	Thailand
EPI_ISL_8374786	hCoV-19/Thailand/NIC_SRI_SEQ23174/2021	Original	2021-12-11	BA.1.1	Asia	Thailand	Saraburi	non-BMR	Thailand
EPI_ISL_8374788	hCoV-19/Thailand/NIC_BKK_SEQ23195/2021	Original	2021-12	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374789	hCoV-19/Thailand/NIC_BKK_SEQ23208/2021	Original	2021-12	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374790	hCoV-19/Thailand/NIC_BKK_SEQ23237/2021	Original	2021-12-16	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374791	hCoV-19/Thailand/NIC_SNI_SEQ23245/2021	Original	2021-12-16	B.1.1	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8374792	hCoV-19/Thailand/NIC_BKK_SEQ23268/2021	Original	2021-12-19	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374797	hCoV-19/Thailand/NIC_NBI_SEQ21046/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374798	hCoV-19/Thailand/NIC_NBI_SEQ21047/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374799	hCoV-19/Thailand/NIC_NBI_SEQ21048/2021	Original	2021-11	AY.39	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374800	hCoV-19/Thailand/NIC_NBI_SEQ21049/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374801	hCoV-19/Thailand/NIC_NBI_SEQ21050/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374804	hCoV-19/Thailand/NIC_NBI_SEQ21053/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374805	hCoV-19/Thailand/NIC_NBI_SEQ21054/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374806	hCoV-19/Thailand/NIC_BKK_SEQ21055/2021	Original	2021-11	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374807	hCoV-19/Thailand/NIC_BKK_SEQ21056/2021	Original	2021-11	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374809	hCoV-19/Thailand/NIC_BKK_SEQ21058/2021	Original	2021-11	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374812	hCoV-19/Thailand/NIC_BKK_SEQ21071/2021	Original	2021-11	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374814	hCoV-19/Thailand/NIC_BKK_SEQ21073/2021	Original	2021-11	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374817	hCoV-19/Thailand/NIC_NBI_SEQ20760/2021	Original	2021-11	B.1.617.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374818	hCoV-19/Thailand/NIC_NBI_SEQ20761/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374819	hCoV-19/Thailand/NIC_NBI_SEQ20762/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374820	hCoV-19/Thailand/NIC_NBI_SEQ20763/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374821	hCoV-19/Thailand/NIC_NBI_SEQ20764/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374824	hCoV-19/Thailand/NIC_NBI_SEQ20768/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374825	hCoV-19/Thailand/NIC_NBI_SEQ20769/2021	Original	2021-11	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374826	hCoV-19/Thailand/NIC_PTE_SEQ20770/2021	Original	2021-11	AY.30	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_8374831	hCoV-19/Thailand/NIC_BKK_SEQ23236/2021	Original	2021-12-16	BA.1.15	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374832	hCoV-19/Thailand/NIC_BKK_SEQ23250/2021	Original	2021-12	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374833	hCoV-19/Thailand/NIC_BKK_SEQ23253/2021	Original	2021-12	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374834	hCoV-19/Thailand/NIC_BKK_SEQ23254/2021	Original	2021-12	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374835	hCoV-19/Thailand/NIC_SKM_SEQ23258/2021	Original	2021-12-16	BA.1	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_8374836	hCoV-19/Thailand/NIC_SKM_SEQ23259/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_8374837	hCoV-19/Thailand/NIC_SKM_SEQ23260/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_8374838	hCoV-19/Thailand/NIC_SKM_SEQ23261/2021	Original	2021-12-16	B.1.1	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_8374839	hCoV-19/Thailand/NIC_BKK_SEQ23274/2021	Original	2021-12-18	BA.1.1.15	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374841	hCoV-19/Thailand/NIC_BKK_SEQ23276/2021	Original	2021-12-18	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374842	hCoV-19/Thailand/NIC_BKK_SEQ22930/2021	Original	2021-12-13	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374843	hCoV-19/Thailand/NIC_BKK_SEQ23037/2021	Original	2021-12	AY.6	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374844	hCoV-19/Thailand/NIC_BKK_SEQ23278/2021	Original	2021-12-19	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374845	hCoV-19/Thailand/NIC_BKK_SEQ23279/2021	Original	2021-12-19	AY.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374848	hCoV-19/Thailand/NIC_BKK_SEQ23282/2021	Original	2021-12-16	B.1.617.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374849	hCoV-19/Thailand/NIC_BKK_SEQ23283/2021	Original	2021-12-19	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374850	hCoV-19/Thailand/NIC_BKK_SEQ23284/2021	Original	2021-12-16	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374851	hCoV-19/Thailand/NIC_BKK_SEQ23285/2021	Original	2021-12-17	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374852	hCoV-19/Thailand/NIC_BKK_SEQ23286/2021	Original	2021-12-16	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374856	hCoV-19/Thailand/NIC_BKK_SEQ23294/2021	Original	2021-12-19	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374857	hCoV-19/Thailand/NIC_BKK_SEQ23295/2021	Original	2021-12-19	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374858	hCoV-19/Thailand/NIC_BKK_SEQ23296/2021	Original	2021-12-19	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374859	hCoV-19/Thailand/NIC_BKK_SEQ23302/2021	Original	2021-12-20	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374861	hCoV-19/Thailand/NIC_BKK_SEQ23305/2021	Original	2021-12-19	BA.1.17	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374862	hCoV-19/Thailand/NIC_BKK_SEQ23306/2021	Original	2021-12-20	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374864	hCoV-19/Thailand/NIC_BKK_SEQ23333/2021	Original	2021-12-17	BA.1.16	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374865	hCoV-19/Thailand/NIC_BKK_SEQ23334/2021	Original	2021-12-19	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374866	hCoV-19/Thailand/NIC_BKK_SEQ23336/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374867	hCoV-19/Thailand/NIC_BKK_SEQ23337/2021	Original	2021-12	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374868	hCoV-19/Thailand/NIC_BKK_SEQ23429/2021	Original	2021-12-17	AY.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374870	hCoV-19/Thailand/NIC_BKK_SEQ23433/2021	Original	2021-12-19	AY.126	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374871	hCoV-19/Thailand/NIC_BKK_SEQ23435/2021	Original	2021-12-19	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374872	hCoV-19/Thailand/NIC_BKK_SEQ23436/2021	Original	2021-12	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374873	hCoV-19/Thailand/NIC_BKK_SEQ23438/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374874	hCoV-19/Thailand/NIC_BKK_SEQ23439/2021	Original	2021-12	AY.43	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374875	hCoV-19/Thailand/NIC_BKK_SEQ23440/2021	Original	2021-12	AY.4.6	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374876	hCoV-19/Thailand/NIC_BKK_SEQ23441/2021	Original	2021-12	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374877	hCoV-19/Thailand/NIC_CRI_SEQ23443/2021	Original	2021-12-16	BA.1	Asia	Thailand	Chiang Rai	non-BMR	Thailand
EPI_ISL_8374878	hCoV-19/Thailand/NIC_CRI_SEQ23444/2021	Original	2021-12	B.1.617.2	Asia	Thailand	Chiang Rai	non-BMR	Thailand
EPI_ISL_8374879	hCoV-19/Thailand/NIC_NBI_SEQ23445/2021	Original	2021-12	B.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374880	hCoV-19/Thailand/NIC_NBI_SEQ23451/2021	Original	2021-12-20	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374881	hCoV-19/Thailand/NIC_BKK_SEQ23456/2021	Original	2021-12-20	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374882	hCoV-19/Thailand/NIC_BKK_SEQ23457/2021	Original	2021-12-20	BA.1.18	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374883	hCoV-19/Thailand/NIC_BKK_SEQ23461/2021	Original	2021-12-20	BA.1.1.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374884	hCoV-19/Thailand/NIC_BKK_SEQ23462/2021	Original	2021-12-20	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374885	hCoV-19/Thailand/NIC_BKK_SEQ23463/2021	Original	2021-12-20	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374886	hCoV-19/Thailand/NIC_BKK_SEQ23464/2021	Original	2021-12-21	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374887	hCoV-19/Thailand/NIC_BKK_SEQ23465/2021	Original	2021-12-21	AY.122.6	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374888	hCoV-19/Thailand/NIC_BKK_SEQ23467/2021	Original	2021-12-21	AY.43	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374889	hCoV-19/Thailand/NIC_NBI_SEQ23469/2021	Original	2021-12-17	BA.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374890	hCoV-19/Thailand/NIC_NBI_SEQ23470/2021	Original	2021-12-18	BA.1.17.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374891	hCoV-19/Thailand/NIC_NBI_SEQ23472/2021	Original	2021-12-18	AY.122	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374892	hCoV-19/Thailand/NIC_NBI_SEQ23475/2021	Original	2021-12-16	AY.122	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374893	hCoV-19/Thailand/NIC_NBI_SEQ23476/2021	Original	2021-12-16	BA.1.17	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374894	hCoV-19/Thailand/NIC_NBI_SEQ23477/2021	Original	2021-12-18	BA.1.15	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374895	hCoV-19/Thailand/NIC_NBI_SEQ23478/2021	Original	2021-12-19	BA.1.20	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8374896	hCoV-19/Thailand/NIC_BKK_SEQ23481/2021	Original	2021-12-20	BA.1.15.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374897	hCoV-19/Thailand/NIC_BKK_SEQ23482/2021	Original	2021-12-20	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374899	hCoV-19/Thailand/NIC_SNI_SEQ23491/2021	Original	2021-12-16	BA.1.1	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_8374900	hCoV-19/Thailand/NIC_BKK_SEQ23500/2021	Original	2021-12	B.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374901	hCoV-19/Thailand/NIC_BKK_SEQ23504/2021	Original	2021-12	BA.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8374902	hCoV-19/Thailand/NIC_AYA_SEQ23490/2021	Original	2021-12-20	B.1.1	Asia	Thailand	Phra Nakhon Si Ayutthaya	non-BMR	Thailand
EPI_ISL_8375290	hCoV-19/Thailand/NIC_PTE_SEQ20765/2021	Original	2021-11	AY.85	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_8375292	hCoV-19/Thailand/NIC_BKK_SEQ23297/2021	Original	2021-12-19	AY.39.1.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375293	hCoV-19/Thailand/NIC_BKK_SEQ23298/2021	Original	2021-12-19	AY.39.1.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375294	hCoV-19/Thailand/NIC_BKK_SEQ23300/2021	Original	2021-12-19	AY.39.1.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375295	hCoV-19/Thailand/NIC_BKK_SEQ23301/2021	Original	2021-12-19	AY.39.1.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375296	hCoV-19/Thailand/NIC_BKK_SEQ23303/2021	Original	2021-12-19	AY.39.1.4	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375297	hCoV-19/Thailand/NIC_BKK_SEQ23437/2021	Original	2021-12	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8375298	hCoV-19/Thailand/NIC_NBI_SEQ23505/2021	Original	2021-12-20	B.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8375299	hCoV-19/Thailand/NIC_NBI_SEQ23507/2021	Original	2021-12-20	BA.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8375300	hCoV-19/Thailand/NIC_NBI_SEQ23508/2021	Original	2021-12-20	BA.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8375301	hCoV-19/Thailand/NIC_NBI_SEQ23509/2021	Original	2021-12-20	BA.1.1	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8375302	hCoV-19/Thailand/NIC_AYA_SEQ23488/2021	Original	2021-12-19	BA.1.1	Asia	Thailand	Phra Nakhon Si Ayutthaya	non-BMR	Thailand
EPI_ISL_8375303	hCoV-19/Thailand/NIC_AYA_SEQ23489/2021	Original	2021-12-19	BA.1	Asia	Thailand	Phra Nakhon Si Ayutthaya	non-BMR	Thailand
EPI_ISL_8391512	hCoV-19/USA/DC-CDC-STM-66CDYZU5H/2021	Original	2021-12-23	BA.1.1	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8394283	hCoV-19/USA/OK-CDC-ASC210633454/2021	Original	2021-12-21	AY.3	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8395313	hCoV-19/USA/SC-CDC-ASC210637903/2021	Original	2021-12-21	BA.1.17	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8402914	hCoV-19/Latvia/3973/2021	Original	2021-03-16	B.1.1.7	Europe	Latvia	NA	Europe	Non-Thailand
EPI_ISL_8405162	hCoV-19/Malaysia/IMR_WC589879/2021	Original	2021-12-11	AY.23	Asia	Malaysia	NA	Asia	Non-Thailand
EPI_ISL_8411184	hCoV-19/France/OCC-HCL021230952401/2021	Original	2021-12-20	B.1.617.2	Europe	France	NA	Europe	Non-Thailand
EPI_ISL_8419211	hCoV-19/Denmark/DCGC-296398/2021	Original	2021-12-28	BA.2.9	Europe	Denmark	NA	Europe	Non-Thailand
EPI_ISL_8425118	hCoV-19/USA/FL-CDC-ASC210567522/2021	Original	2021-12-21	BA.1	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8426469	hCoV-19/USA/MO-CDC-2-5321390/2021	Original	2021-11-17	AY.119	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8427060	hCoV-19/USA/IN-CDC-STM-567U5HG8A/2021	Original	2021-12-18	AY.3	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8427811	hCoV-19/USA/IN-CDC-STM-SUBH8TXMV/2021	Original	2021-12-21	AY.3	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8427913	hCoV-19/USA/AL-CDC-STM-VMFU44V6W/2021	Original	2021-12-21	BA.1	North America	USA	NA	North America	Non-Thailand
EPI_ISL_8435245	hCoV-19/Singapore/9634/2021	Original	2021-12-28	BA.1.1	Asia	Singapore	NA	Asia	Non-Thailand
EPI_ISL_8437131	hCoV-19/Thailand/DMSc-05686/2021	Original	2021-12-14	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437132	hCoV-19/Thailand/DMSc-05687/2021	Original	2021-12-15	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437133	hCoV-19/Thailand/DMSc-05688/2021	Original	2021-12-10	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437134	hCoV-19/Thailand/DMSc-05689/2021	Original	2021-12-15	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437135	hCoV-19/Thailand/DMSc-05690/2021	Original	2021-12-13	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8437136	hCoV-19/Thailand/DMSc-05691/2021	Original	2021-12-16	AY.85	Asia	Thailand	Saraburi	non-BMR	Thailand
EPI_ISL_8437137	hCoV-19/Thailand/DMSc-05692/2021	Original	2021-12-09	AY.85	Asia	Thailand	Nong Bua Lam Phu	non-BMR	Thailand
EPI_ISL_8437138	hCoV-19/Thailand/DMSc-05693/2021	Original	2021-12-13	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437139	hCoV-19/Thailand/DMSc-05694/2021	Original	2021-12-14	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437140	hCoV-19/Thailand/DMSc-05695/2021	Original	2021-12-15	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437141	hCoV-19/Thailand/DMSc-05696/2021	Original	2021-12-16	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437142	hCoV-19/Thailand/DMSc-05697/2021	Original	2021-12-14	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8437143	hCoV-19/Thailand/DMSc-05698/2021	Original	2021-12-16	AY.85	Asia	Thailand	Saraburi	non-BMR	Thailand
EPI_ISL_8437144	hCoV-19/Thailand/DMSc-05699/2021	Original	2021-12-09	AY.85	Asia	Thailand	Sakon Nakhon	non-BMR	Thailand
EPI_ISL_8437145	hCoV-19/Thailand/DMSc-05700/2021	Original	2021-12-13	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437146	hCoV-19/Thailand/DMSc-05701/2021	Original	2021-12-14	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437147	hCoV-19/Thailand/DMSc-05702/2021	Original	2021-12-16	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437148	hCoV-19/Thailand/DMSc-05703/2021	Original	2021-12-10	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437149	hCoV-19/Thailand/DMSc-05704/2021	Original	2021-12-16	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_8437150	hCoV-19/Thailand/DMSc-05705/2021	Original	2021-12-14	AY.85	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_8437151	hCoV-19/Thailand/DMSc-05706/2021	Original	2021-12-16	AY.85	Asia	Thailand	Saraburi	non-BMR	Thailand
EPI_ISL_8437152	hCoV-19/Thailand/DMSc-05707/2021	Original	2021-12-09	AY.85	Asia	Thailand	Sakon Nakhon	non-BMR	Thailand
